p_date,sostype,refer_domain,pv,page_uv
20190616,android,translate.googleusercontent.com,3,2
20190617,,192.168.10.253,2,1
20190618,,www.niuquaner.com,3,2
20190617,,125.35.11.61,2,2
20190619,,www.google.com.vn,1,1
20190616,,judge1.internal.yuqing.pro,18,7
20190615,,yq.wxtyq.com,11,7
20190619,,shunya.gstai.com,5,1
20190617,iphone,enews.xinhua.org,1,1
20190615,android,qzs.qq.com,5,4
20190619,android,lx.meijiequan.com,1,1
20190619,,easy.lagou.com,3,1
20190617,android,www.google.com,3977,3731
20190620,android,mp.weixinbridge.com,32,25
20190619,android,m.zimeiti.renrensousuo.com,2,1
20190619,android,www.youtube.com,2,2
20190614,iphone,1.1.1.2,1,1
20190615,iphone,url.cn,2,2
20190617,,xianga.yuqing.pro,1,1
20190619,,www.sinoportal.net,5,2
20190619,,leshan.yuqing.pro,2,1
20190618,,10.110.51.136,1,1
20190620,,nu.g3user.com,14,8
20190618,,47.95.12.59,1,1
20190618,,meijiehezi.com,2,1
20190614,android,kuaibao.qq.com,3522,1994
20190620,android,xm.zjlmdzsw.cn,1,1
20190616,,fj.qq.com,25,14
20190618,android,www.google.it,4,4
20190614,Unknown,www.google.com,3,3
20190614,,medium.com,2,2
20190619,android,10.12.0.1,1,1
20190616,iphone,kedicin.iweb1122.com,2,1
20190619,iphone,docs.qq.com,2,1
20190617,android,10.64.242.238,3,3
20190615,iphone,www.google.com.vn,3,3
20190614,,cms.appgc.cn,2,2
20190615,,pushsys.wsd.com,48,6
20190619,,yijun.yuqing.pro,1,1
20190615,,www.zhangyixun.cn,3,1
20190620,iphone,t.co,1,1
20190614,,www.meijiehz.com,4,2
20190617,iphone,www.google.com.sg,226,196
20190619,android,sh.qq.com,3,2
20190614,android,m.sm.cn.9f6081abb0cc238996.keyw.xyz,1,1
20190620,,www.0371mscg.com,1,1
20190614,android,cn.bing.com,22,22
20190619,,baowen.xhh.com,2905,102
20190618,,www.shirenmedia.com,5,2
20190614,android,3g.china.com,4,4
20190619,,ims.navinfo.com,1,1
20190618,,yq.wxtyq.com,3,3
20190615,,www.google.lu,1,1
20190620,android,caup.cn,1,1
20190620,,monitor.admin.weibo.com,2,1
20190616,android,so.m.sm.cn,6068,5669
20190620,,view.inews.qq.com,10,8
20190619,android,www.google.com.tw,24,24
20190617,android,www.google.co.kr,6,6
20190618,,dayu.webdev.com,52,8
20190617,,admin.9113.com.cn,1,1
20190620,,yz.m.sm.cn,7,7
20190620,,alsk.bozhou.xj.yuqing.pro,1,1
20190617,,172.20.4.5,1,1
20190617,,service.om.qq.com,1,1
20190616,android,caup.cn,1,1
20190617,,lxcrm.gzwcjs.com,1,1
20190618,,zhishi.uc.cn,1,1
20190618,,sy.trs.net.cn,1,1
20190615,android,wxn.qq.com,1,1
20190620,android,search.weixin.qq.com,6,6
20190618,,dogedoge.com,1,1
20190620,android,192.168.2.1,1,1
20190620,android,info.3g.qq.com,2,1
20190620,,www.ruanwencheng.com,15,3
20190617,iphone,t.co,1,1
20190617,,uchuanbo.com,1,1
20190617,,192.168.1.13,1,1
20190619,,luonanpolice.yuqing.pro,1,1
20190618,android,192.168.99.198,72,1
20190620,,www.ejianmedia.com,121,70
20190617,,www.wenfangnet.com,4,1
20190615,,search.yahoo.co.jp,1,1
20190616,,www.google.com,3278,3096
20190616,,ctproxy-bend-jios.wisers.com,1,1
20190619,,kuai百度,85,56
20190617,,www.cduestc.cn,4,4
20190617,,doyo.cn,1,1
20190617,iphone,static1.gstai.com,3,2
20190614,,liebao.jfyf.com,1,1
20190617,,search.yahoo.co.jp,1,1
20190619,,editors.21jingji.com,1,1
20190617,android,192.168.0.5,4,4
20190614,iphone,zh.m.wikipedia.org,1,1
20190616,,meijiehz.com,1,1
20190619,,xian.qq.com,4,3
20190617,,translate.google.co.uk,3,1
20190620,,audit.mp.sohuno.com,2,2
20190614,android,www.cnhuadong.net,1,1
20190619,android,175.46.1.2,1,1
20190619,,gitee.com,1,1
20190620,iphone,test.upm.webdev.com,1,1
20190616,android,www.google.com,4416,4130
20190619,,www.so.com,892,857
20190617,,www.wenfangmedia.com,3,1
20190617,,cdposs.webdev.com,333,33
20190614,,www.google.co.kr,7,6
20190614,iphone,www.wangid.com,1,1
20190615,,imis.baijiahao.baidu.com,26,1
20190614,,shimo.im,5,3
20190619,,www.ranchoscouts.com,1,1
20190615,,xinhe.aks.xj.yuqing.pro,1,1
20190615,iphone,www.google.gr,1,1
20190617,,www.eqsc.gov.cn,1,1
20190616,android,192.168.118.1,1,1
20190619,android,cn.bing.com,31,28
20190615,android,www.google.com.sg,21,20
20190614,iphone,www.pinterest.com,1,1
20190619,android,url.cn,5,5
20190617,,gaoxin.yuqing.pro,3,1
20190618,android,10.1.0.1,1,1
20190617,,view.inews.qq.com,3,3
20190617,,124.127.249.222,1,1
20190619,,163.com,1,1
20190617,,luzhou.yuqing.pro,1,1
20190615,,bh.bygl.xj.yuqing.pro,1,1
20190620,,translate.googleusercontent.com,4,4
20190618,android,192.168.0.5,3,3
20190618,,qm.bygl.xj.yuqing.pro,1,1
20190617,android,10.25.160.1,1,1
20190615,android,www.hljga.gov.cn,7,7
20190620,,zh.wikipedia.org,6,5
20190620,,yuqing.dz11.com,6,5
20190620,,blk.hm.xj.yuqing.pro,1,1
20190618,,adm.bjtxmj.com,2,1
20190618,iphone,www.google.be,2,2
20190617,,10.172.181.11,3,1
20190614,,www.jingyuhuodong.com,1,1
20190619,,www.google.ae,2,2
20190615,,kp.webdev.com,416,32
20190615,,www.cpanet.cn,9,9
20190614,android,172.16.40.11,2,1
20190614,,www.wenfangmedia.com,6,3
20190620,,en.wikipedia.org,1,1
20190620,,h.hylanda.com,1,1
20190620,,124.205.229.232,1,1
20190617,,www.google.no,3,2
20190616,,adm.zzbdf.com,6,1
20190617,,imis.baijiahao.baidu.com,46,2
20190619,,www.xtxyz.com,1,1
20190617,iphone,m.db.house.qq.com,1,1
20190616,iphone,www.yuqing.pro,16,16
20190619,,prportal.bmw.com.cn,5,2
20190615,android,192.168.200.253,1,1
20190618,,gugeji.com,1,1
20190617,android,spread.shida.sogou.com,4,3
20190614,,shop.cdposs.qq.com,3517,27
20190614,,www.mediatong.cn,1,1
20190615,,changancar.gstai.com,3,1
20190618,,imis.tieba.baidu.com,1,1
20190617,android,v.cunhao.net,1,1
20190617,,info.corp.qihoo.net,48,2
20190618,android,zixuncooperation.html5.qq.com,27,26
20190618,,yesky.com,1,1
20190619,,yz.m.sm.cn,2,2
20190614,,fagao.web838.com,1,1
20190618,,dc.datastory.com.cn,1,1
20190620,,www.tui1s-ruanwen.com,19,3
20190615,,www.google.com.my,26,25
20190619,android,192.168.1.1,1,1
20190619,,copyright.om.webdev.com,1946,20
20190618,,console.videototo.com,2,1
20190618,,10.128.7.28,1,1
20190616,,www.20z.com,3,3
20190614,,www.51taojinge.com,3991,222
20190620,iphone,quark.sm.cn,80,80
20190614,android,192.168.1.254,3,3
20190620,iphone,www.eqsc.gov.cn,1,1
20190618,,www.xjwljb.com,1,1
20190615,iphone,m.lpmy8.cn,1,1
20190614,,user.qzone.qq.com,29,15
20190616,android,10.1.1.4,3,3
20190616,,www.google.co.uk,20,19
20190615,android,www.google.ie,1,1
20190616,,192.168.1.99,1,1
20190614,android,m.sohu.com,1,1
20190618,android,cn.bing.com,40,38
20190619,iphone,www.google.se,5,5
20190620,android,appshare.hualongxiang.com,8,1
20190619,,r.paperok.com,1,1
20190618,,news.yunwei.click,2,1
20190617,,www.wrd.cn,27,23
20190619,iphone,www.yuqing.pro,27,21
20190615,android,m.sp.sm.cn,34,30
20190616,iphone,3g.china.com,3,3
20190620,,4399.com,1,1
20190614,,www.bianji.net,3,3
20190620,,news.yunwei.click,1,1
20190618,,www.google.ie,1,1
20190614,,www.jqsocial.com,1,1
20190617,,www.smas.com.cn,1,1
20190616,android,www.21863.cn,1,1
20190619,,rw.prnasia.com,2,1
20190620,,lt.bygl.xj.yuqing.pro,2,2
20190617,,snp.oa.com,98,10
20190618,,kbad.druidshow.wsd.com,5,1
20190614,,www.voibook.com,2,1
20190615,,cache.baiducontent.com,3,3
20190617,android,m.lpmy8.cn,2,2
20190615,,report.51wyq.cn,1,1
20190616,android,192.168.103.254,1,1
20190619,,www.link114.cn,30,8
20190616,android,www.google.by,1,1
20190616,,www.google.com.vn,1,1
20190616,,xa911.cn,1,1
20190619,android,monitor.int800.com,1,1
20190616,,ln.qq.com,17,17
20190614,android,172.16.1.2,1,1
20190620,,knowlesys.qnoddns.org.cn,2,2
20190617,,www.wemtk.com,28,8
20190617,iphone,www.google.lu,1,1
20190619,,mail.hongzhoukan.com,4,1
20190617,,tansuo233.com,1,1
20190619,,copyright.om.qq.com,9,1
20190614,,xn--kuai-jn2hx43j,237,126
20190620,,www.zjc.edu.cn,1,1
20190619,,m.baidu.com,811,765
20190619,,www.ab173.com,6,3
20190620,iphone,m.so.com,131,130
20190620,,www.jqsocial.com,1,1
20190619,android,m.51job.com,2,1
20190620,,120.78.194.114,1,1
20190619,,www.cjmjw.cn,3,2
20190618,,www.google.ee,2,2
20190614,,mail.qq.com,12,10
20190618,android,gd.qq.com,2,2
20190614,iphone,yqxt.qingdaonews.com,1,1
20190617,android,url.cn,2,2
20190614,,fuxian.yuqing.pro,1,1
20190618,,zy.sc.yuqing.pro,1,1
20190617,,xn--kuai-jn2hx43j,219,126
20190617,android,link.zhihu.com,22,22
20190617,,data.fiplus.cn,2,2
20190614,,ptt.int800.com,2,1
20190614,,2018.ziyouhuanxiang.com,5,3
20190620,,111.202.27.196,3,1
20190618,iphone,www.pinterest.com,2,2
20190614,,ms.sc.yuqing.pro,1,1
20190619,iphone,www.google.de,52,46
20190614,,url.cn,2,2
20190618,,v3.huisituo.net,1,1
20190618,,wizard2.webdev.com,1,1
20190615,,www.wangid.com,1,1
20190618,android,www.youtube.com,1,1
20190616,,copyright.om.webdev.com,6,1
20190617,,owa.tapd.oa.com,1,1
20190617,,www.etan.vip,5,3
20190618,,5156edu.com,1,1
20190620,,www.farseerbi.com,1,1
20190615,android,res.imtt.qq.com,1,1
20190617,,yuqing.zhiweireach.com,3,1
20190614,,work.mediakuang.com,32,1
20190615,iphone,www.google.no,1,1
20190617,android,m.yz2.sm.cn,3,3
20190614,android,pinterest.com,1,1
20190617,,sohu.com,1,1
20190615,,meijiehz.com,1,1
20190620,,url.cn,1,1
20190618,android,m.weibo.cn,55,53
20190615,,l.facebook.com,1,1
20190619,iphone,www.google.com.ph,2,2
20190619,,so.om.webdev.com,71,4
20190620,,dogedoge.com,1,1
20190615,,www.google.com.au,43,40
20190618,android,www.google.com.my,11,10
20190616,iphone,news.qq.com,49,37
20190618,iphone,news.qq.com,20,15
20190615,iphone,www.baidu.com,24,22
20190619,iphone,www.google.co.in,4,3
20190615,iphone,cn.bing.com,12,10
20190620,iphone,tieba.baidu.com,2,2
20190620,,news.qq.com,6,4
20190620,,679.yuqing.pro,1,1
20190617,android,pic.sogou.com,3,3
20190614,android,172.22.63.1,1,1
20190620,,ga.wm.qxnz.gz.yuqing.pro,1,1
20190619,,db.house.qq.com,3,1
20190619,iphone,link.zhihu.com,1,1
20190618,android,www.google.es,1,1
20190614,,www.yibingsh.com,1,1
20190620,,nj.xt.he.topic.yuqing.pro,1,1
20190614,,pools.cms.webdev.com,3,1
20190619,,120.78.194.114,1,1
20190619,,xn--kuai-jn2hx43j,184,98
20190617,,10.34.131.207,2,2
20190614,,www.hw0001.com,1,1
20190620,,caup.cn,2,2
20190620,,ids.xunku.org,5,3
20190619,,console.videototo.com,1,1
20190615,android,cq.qq.com,1,1
20190615,iphone,www.google.com.au,261,232
20190620,,www.ishujubao.com,3,2
20190619,iphone,view.inews.qq.com,70,59
20190619,,admin.sipaphoto.com,13,2
20190615,,www.zhipin.com,3,2
20190616,android,www.myzaker.com,1,1
20190620,,isquare,1,1
20190619,android,10.96.19.2,1,1
20190620,android,mp.weixin.qq.com,7,7
20190618,,192.168.1.99,3,3
20190616,iphone,www.hljga.gov.cn,2,2
20190620,android,3gimg.qq.com,2,2
20190618,,www.fu-rong.cn,1,1
20190614,,gd.qq.com,460,331
20190616,,zb.mangsou.com,32,16
20190614,,www.google1s.com,1,1
20190620,android,www.google.at,1,1
20190617,,p.cms.webdev.com,124,36
20190618,,www.cpanet.cn,14,14
20190617,,cdpanda.qq.com,1,1
20190615,,1.1.1.2,2,1
20190615,,admin.sipaphoto.com,1,1
20190618,iphone,www.google.de,45,41
20190619,,mmbiz.oa.com,148,20
20190615,android,r.search.yahoo.com,1,1
20190620,,yp.peopleyun.cn,1,1
20190620,,liebao.jfyf.com,2,2
20190615,,www.v2ex.com,1,1
20190618,android,h5.qzone.qq.com,1,1
20190617,,www.bing.com,1,1
20190618,,tsa.oa.com,5,2
20190619,,fengt-t.github.io,1,1
20190617,android,3g.china.com,2,2
20190617,,www.sru.edu.cn,1,1
20190616,,yanwangyan.blogspot.com,2,1
20190616,,www.zhangyixun.cn,25,1
20190616,,wei90.wangzherongyao.cn,149,4
20190620,iphone,www.google.com.tr,3,3
20190619,,changancar.gstai.com,3,2
20190614,,www.hebce.org,1,1
20190618,Unknown,s.weibo.com,1,1
20190618,android,link.tagalta.com,1,1
20190615,android,m.so.com,414,393
20190614,android,wxn.qq.com,4,3
20190620,android,www.google.com.tw,28,26
20190617,,124.205.180.98,31,18
20190617,android,www.google.at,1,1
20190615,,lite.push.webdev.com,6,2
20190618,,ga.zj.bj.gz.yuqing.pro,1,1
20190620,,d.amsys.com.cn,3,1
20190615,iphone,www.deviantart.com,1,1
20190615,iphone,www.google.se,5,5
20190615,,coral.qq.com,564,432
20190615,,user.qzone.qq.com,20,12
20190618,,webmail.vip.163.com,2,2
20190614,,filecheck.360doc.com,2,2
20190620,android,192.168.27.129,1,1
20190614,,www.cjmjw.cn,26,6
20190617,,jmqmil.sina.cn,3,3
20190616,,ptt.int800.com,2,1
20190618,,www.yqphh.com,1,1
20190618,,ss.bt.xj.yuqing.pro,1,1
20190618,iphone,m.sogou.com,1475,1374
20190617,,www.hodoth.com,2,1
20190615,Unknown,www.google.com.my,1,1
20190617,iphone,www.google.com.sa,1,1
20190620,iphone,zb.mangsou.com,11,1
20190619,,yy.com,1,1
20190614,,zixun.html5.qq.com,1,1
20190620,android,www.google.fr,3,3
20190616,android,cn.bing.com,34,30
20190615,,716.yuqing.pro,2,1
20190615,android,www.lfj558.com,3,1
20190614,android,www.google.com,3844,3571
20190615,,smartbox.html5.qq.com,1,1
20190614,,1bur.cscec.com,1,1
20190614,android,search.smt.docomo.ne.jp,1,1
20190617,android,gansudaily.yqt365.com,1,1
20190620,,192.168.6.89,1,1
20190614,,www.baidu.com,13237,12469
20190620,,www.qq.com,406,387
20190619,,ids.xunku.org,1,1
20190618,,www.hljga.gov.cn,7,7
20190617,,m.zhandou168.com,5,4
20190619,,www.guoshicm.com,1,1
20190619,android,bbs.nga.cn,1,1
20190614,android,www.yiyunbaike.com,1,1
20190617,iphone,www.mugeda.com,1,1
20190614,,www.sogou.com,2318,2208
20190616,android,1.1.1.2,10,10
20190615,,www.wobei.org,8,8
20190617,android,h5.qzone.qq.com,2,2
20190616,,zmt.lesoz.cn,8,2
20190619,,report.g3user.com,5,5
20190615,,volvo.meicloud.com,2,1
20190614,,ls.meijiehang.com,1,1
20190617,,cross.webdev.com,22,3
20190619,,ifeng.com,2,2
20190620,android,192.168.0.5,2,2
20190614,,cross.webdev.com,7,2
20190616,,www.google.ch,1,1
20190615,,zh.m.wikipedia.org,2,2
20190616,android,weixin.cos.99.com,18,13
20190618,iphone,wap.meijiehang.com,7,5
20190620,,www.uchuanbo.com,3,2
20190615,android,search.weixin.qq.com,2,2
20190615,iphone,xw.qq.com,1,1
20190616,iphone,www.urlshare.cn,5,3
20190620,,reef.webdev.com,57,11
20190618,,kuaichuan.net.cn,1,1
20190620,,ga.kel.bygl.xj.yuqing.pro,1,1
20190615,,www.qjiwangluo.com,1,1
20190615,android,api.m.sm.cn,1,1
20190615,,www.sweetamoris.de,1,1
20190620,,hj.bygl.xj.yuqing.pro,1,1
20190615,android,www.google.com.my,12,11
20190615,,www.google.com.hk,281,269
20190614,,yuqing.zhiweidata.com,28,23
20190616,,cz.admin.weibo.com,33,24
20190615,,zm.wangzherongyao.cn,10,1
20190618,,zz.xilesou.287865.com,1,1
20190616,,ga.sx.topic.yuqing.pro,1,1
20190617,,www.xm909.com,3,2
20190618,iphone,m.qq.com,1,1
20190620,,p.kp.webdev.com,3084,45
20190614,android,cd.qq.com,15,4
20190617,,report.g3user.com,2,2
20190620,,report.g3user.com,3,2
20190619,,os.gztimes.com,2,1
20190616,iphone,www.google.fr,26,25
20190618,,www.huozwx.com,1,1
20190617,,tapd.oa.com,4,3
20190615,,dayu.webdev.com,21,3
20190617,,174.127.195.228,1,1
20190617,,zh.m.wikipedia.org,1,1
20190618,,www.100pei.com,2,2
20190618,,liuliangpingtai.com,1,1
20190616,,ga.jb.cq.yuqing.pro,1,1
20190616,,www.myunmei.com,1,1
20190614,,yq.e23.cn,3,1
20190618,,monitor.admin.weibo.com,1,1
20190617,,www.google.dk,3,2
20190616,,info.corp.qihoo.net,56,1
20190618,,s.weibo.com,208,191
20190618,android,cd.qq.com,4,2
20190615,,gotrip.zjol.com.cn,2,2
20190616,android,192.168.1.1,1,1
20190615,,zixuncooperation.html5.qq.com,2,2
20190617,,www.uchuanbo.com,1,1
20190618,,qmm.1sapp.com,1,1
20190617,android,search.weixin.qq.com,1,1
20190616,android,2.2.2.2,1,1
20190618,,www.ruanwencheng.com,3,3
20190614,,yuqing.yuanha.net,1,1
20190619,,transition.meltwater.com,4,3
20190620,,192.168.1.1,2,2
20190617,android,cloud.tencent.com,1,1
20190617,,dev.model2.com,14,1
20190620,iphone,www.pinterest.co.kr,1,1
20190614,,kbnews.webdev.com,236,21
20190617,,dbw.yqt365.com,1,1
20190618,,ydcg.cpylss.com,37,8
20190619,,www.google.it,8,7
20190619,,task.www.sogou.com,2,2
20190617,android,www.google.co.nz,3,3
20190617,,military.china.com,1,1
20190620,,sports.sina.com.cn,2,2
20190620,android,nativeapp.toutiao.com,8,8
20190619,,rec.webdev.com,19,5
20190617,,weinananquan.yuqing.pro,1,1
20190619,,cs.fiplus.cn,4,1
20190615,iphone,zixuncooperation.html5.qq.com,2,2
20190615,,hzfanews.com,1,1
20190615,iphone,tieba.baidu.com,10,8
20190619,,786.yuqing.pro,2,2
20190618,android,www.google.hu,1,1
20190619,,web.archive.org,1,1
20190614,,m.yz.sm.cn,1,1
20190619,,www.mobile01.com,1,1
20190618,,cmp.webdev.com,1,1
20190619,,web.wps.cn,1,1
20190617,android,m.baidu.com,65772,61080
20190616,,cd.qq.com,1021,582
20190619,,www.xinwenyuan.com,1,1
20190618,,push.oa.com,10,1
20190614,,so.m.sm.cn,216,202
20190616,iphone,www.google.co.uk,97,88
20190614,android,zhidao.baidu.com,2,2
20190619,android,www.scdzj.gov.cn,1,1
20190618,,sh.qq.com,1,1
20190614,,www.huyaruanwen.com,3,3
20190616,,www.ruonu.com,1,1
20190614,android,m.qixin.com,1,1
20190618,,task.yeeyan.org,80,34
20190620,,zhishi.uc.cn,1,1
20190616,iphone,url.cn,7,6
20190614,,zy.peopleyun.cn,1,1
20190614,android,www.google.nl,1,1
20190614,,kuaipao.webdev.com,3,1
20190619,,www.smart-icloud.com,3,3
20190618,,nu.g3user.com,2,2
20190614,android,url.cn,4,4
20190617,,www.snxw.com,1,1
20190614,,ac.1datatech.cn,1,1
20190620,,www.chushantech.com,1,1
20190616,iphone,www.google.com.br,2,2
20190617,,ga.jz.hs.he.topic.yuqing.pro,1,1
20190617,,qm.bygl.xj.yuqing.pro,2,1
20190617,,yuqing.sina.com,2,2
20190620,,search.yahoo.co.jp,2,2
20190620,,ga.rq.bygl.xj.yuqing.pro,3,2
20190618,,124.205.180.98,35,19
20190614,android,10.10.80.240,1,1
20190614,android,m.v.qq.com,2,2
20190617,android,wap.sogou.com,7095,6575
20190618,,zb.mangsou.com,61,15
20190616,iphone,time.com,1,1
20190615,android,static.scloud.letv.com,2,2
20190617,iphone,nativeapp.toutiao.com,12,4
20190618,,www.chu.edu.cn,1,1
20190616,,shouqu.me,3,1
20190615,android,www.myunmei.com,3,1
20190620,iphone,www.google.co.uk,63,61
20190618,,adm.zzbdf.com,264,7
20190620,,785.yuqing.pro,2,2
20190620,,nmis.baijiahao.baidu.com,97,6
20190618,,webcache.googleusercontent.com,1,1
20190614,,127.0.0.1,34,1
20190620,iphone,www.google.se,4,3
20190615,,r.search.yahoo.com,3,3
20190620,,ithelp.ithome.com.tw,1,1
20190618,iphone,www.google.co.id,3,3
20190615,,warn.mse.360.cn,1,1
20190616,android,m.yz.sm.cn,139,134
20190614,iphone,quark.sm.cn,76,76
20190617,,1.1.1.2,3,2
20190618,android,www.google.by,1,1
20190617,,knownews.centralbanknews.cn,2,1
20190614,,zigong.yuqing.pro,1,1
20190618,android,m.kdnet.net,1,1
20190615,,m.baidu.com,1046,967
20190619,android,www.google.com,3430,3225
20190620,,10.9.0.1,1,1
20190614,,wei90.wangzherongyao.cn,142,7
20190617,,dayu.webdev.com,46,10
20190619,android,172.17.255.13,1,1
20190614,,v.h2data.cn,3,3
20190620,,yq.jn001.com,4,1
20190618,,wsjkq.cq.yuqing.pro,1,1
20190615,,news.qq.com,27,26
20190619,,test.data.newrank.cn,1,1
20190617,android,www.google.no,1,1
20190617,,704.yuqing.pro,2,1
20190619,iphone,www.google.co.kr,17,16
20190616,iphone,www.baidu.com,21,19
20190620,,m.so.com,16,14
20190619,,www.google.es,2,2
20190620,android,meitigongxiang.danews.cc,1,1
20190620,android,m.zimeiti.renrensousuo.com,1,1
20190615,,wx.qq.com,62,16
20190614,,forum.51nb.com,1,1
20190616,android,cd.qq.com,23,6
20190617,,2018.ziyouhuanxiang.com,1,1
20190618,,www.wobei.org,1,1
20190616,,m.facebook.com,1,1
20190619,,audit.mp.sohuno.com,1,1
20190616,,yqc.yingyan189.com,1,1
20190614,android,www.youtube.com,1,1
20190620,android,app.myzaker.com,1,1
20190620,android,tieba.baidu.com,18,15
20190618,iphone,yokid.cn,1,1
20190620,iphone,m.db.house.qq.com,2,2
20190620,,61.136.101.244,1,1
20190620,,duonuli.com,1,1
20190617,,mucfc.meihua.info,1,1
20190618,,image.so.com,68,63
20190620,,www.wrd.cn,31,23
20190618,,m.so.com,13,12
20190618,,www.link114.cn,44,6
20190615,android,10.251.0.1,2,1
20190614,,pr010.com,2,2
20190618,,tansuo233.com,1,1
20190619,,bbs.xhclub.net,1,1
20190617,,info.binance.com,1,1
20190619,,mp.weixin.qq.com,1,1
20190616,,s.weibo.com,106,94
20190616,,images.wjbaike.site,5,5
20190620,,ga.qtx.wz.nx.yuqing.pro,1,1
20190618,,zhidao.baidu.com,16,11
20190617,android,www.google.com.sg,15,15
20190619,android,www.google.fr,2,2
20190614,,brand.yxbrand.com,2,1
20190617,,www.da-apple.com,1,1
20190616,,yy.cq.yuqing.pro,1,1
20190617,,g3.luciaz.me,2,2
20190619,iphone,www.zjc.edu.cn,4,1
20190618,,m.baidu.com,910,851
20190620,iphone,www.google.dk,3,3
20190614,,zmt.yizhuan5.com,22,1
20190619,,www.imooc.com,3,3
20190617,iphone,\N,4,4
20190619,,cfw.cf.qq.com,1,1
20190617,,113.246.57.9,1,1
20190620,,huaban.com,1,1
20190619,,lol.qq.com,2,1
20190617,,ivane.motouat.com.cn,1,1
20190619,,image.so.com,65,56
20190618,android,so.m.sm.cn,5962,5580
20190616,,mmbiz.oa.com,28,7
20190618,iphone,www.google.co.kr,25,20
20190617,iphone,www.urlshare.cn,2,2
20190620,android,10.10.10.1,1,1
20190614,,ga.ql.qhd.he.yuqing.pro,1,1
20190615,,xianga.yuqing.pro,3,1
20190617,,mt.wuhannb.cn,2,1
20190617,android,10.91.200.211,3,3
20190619,,yun.wyq.cn,1,1
20190618,,www.xsyqlink.com,1,1
20190618,,bytravel.cn,1,1
20190615,iphone,www.google.co.jp,120,108
20190618,,ln.qq.com,29,28
20190617,android,nativeapp.toutiao.com,55,53
20190619,,www.pinterest.com.au,1,1
20190617,,www.google.co.id,1,1
20190618,,gaoxin.yuqing.pro,1,1
20190614,android,www.google.com.hk,120,110
20190616,,wx.qq.com,26,12
20190617,,ga.wx.cq.yuqing.pro,3,2
20190619,,www.google.com.au,29,27
20190615,android,t.co,1,1
20190620,iphone,nativeapp.toutiao.com,3,3
20190620,,www.weivb.com,1,1
20190619,iphone,r.search.yahoo.com,1,1
20190614,,www.google.co.jp,34,31
20190620,,rw.prnasia.com,5,3
20190615,iphone,mp.weixinbridge.com,7,6
20190617,,www.dapengjiaoyu.com,6,6
20190620,,www.dapengjiaoyu.com,3,3
20190614,android,192.168.200.253,1,1
20190619,,www.boryou.com,1,1
20190619,,yibin.yuqing.pro,7,1
20190614,android,m.gdt.qq.com,7,7
20190615,,www.brightdairy.com,1,1
20190617,,pubg.qq.com,1,1
20190614,,cz.admin.weibo.com,19,13
20190619,iphone,www.youtube.com,1,1
20190620,,js.ks.xj.yuqing.pro,1,1
20190618,,5.winfo.com.cn,1,1
20190618,,ss.miaojian.net,1,1
20190617,,www.youtube.com,1,1
20190618,,blk.hm.xj.yuqing.pro,1,1
20190616,,www.google.com.tw,142,130
20190618,iphone,119.254.15.195,1,1
20190618,android,192.168.218.100,1,1
20190620,iphone,xw.qq.com,1,1
20190614,iphone,docs.qq.com,2,1
20190617,,m.sogou.com,298,279
20190614,iphone,www.google.cg,2,2
